HOA,Housing_area,Crime_level,Address,Housing_type,Beds,Postal_code,Built_year,Baths,Housing_price
NA,"1,265 sqft7,665 sqft",Low,261 W 28th St #3B,Condo,2 Bedroom,10001,Built in 2007,,"$1,759/sqft"
NA,NA,NA,37 W 12th St,Coop,3 Bedroom,10011,Built in 1963,,NA
$462,NA,Lowest,635 W 42nd St #7-L,Condo,1 Bedroom,10036,NA,1 full Bathroom,NA
NA,"3,004 sqft",Lowest,50 United Nations Plz,Condo,3 Bedroom,10017,Built in 2014,,"$3,091/sqft"
NA,"4,000 sqft4,655 sqft",Lowest,32 W 20th St,Coop,3 Bedroom,10011,NA,2 full Bathroom,"$1,625/sqft"
NA,529 sqft,Lowest,768 5th Ave,Condo,1 Bedroom,10019,NA,1 full Bathroom,"$2,836/sqft"
NA,NA,Lowest,29 E 64th St #7C,Coop,2 Bedroom,10065,Built in 1929,2 full Bathroom,NA
NA,"1,459 sqft",Moderate,200 E 66th St #PHB2003,Condo,2 Bedroom,10065,Built in 1951,2 full Bathroom,"$2,570/sqft"
NA,"1,517 sqft",Lowest,100 Riverside Blvd #12F,Condo,3 Bedroom,10069,Built in 2007,2 full Bathroom,"$2,109/sqft"
$815,662 sqft,Moderate,2000 Broadway #6-F,Condo,1 Bedroom,10023,NA,1 full Bathroom,"$2,002/sqft"
NA,NA,Low,320 E 42nd St #2111,Coop,1 Bedroom,10017,Built in 1929,1 full Bathroom,NA
"$2,766",NA,Low,77 Bleecker St #104,Coop,3 Bedroom,10012,NA,,NA
"$1,460","1,794 sqft",Moderate,30 Park Pl #49E,Condo,3 Bedroom,10007,Built in 2016,,"$3,344/sqft"
$560,NA,Lowest,69 Bennett Ave #204,Condo,1 Bedroom,10033,Built in 1954,1 full Bathroom,NA
"$1,576","1,352 sqft",Lowest,75 Wall St #31-C,Condo,2 Bedroom,10005,Built in 1987,2 full Bathroom,"$1,424/sqft"
NA,"2,610 sqft",Lowest,374 Broome St,Condo,3 Bedroom,10013,Built in 1856,3 full Bathroom,"$3,352/sqft"
NA,"2,443 sqft",Lowest,21 E 61st St #9A,Condo,3 Bedroom,10065,Built in 1950,,"$3,602/sqft"
"$3,267","2,931 sqft",Lowest,50 Riverside Blvd #20E,Condo,4 Bedroom,10069,Built in 2015,4 full Bathroom,"$2,600/sqft"
NA,"1,477 sqft",Lowest,721 5th Ave #56A,Condo,2 Bedroom,10022,Built in 1983,,"$3,301/sqft"
NA,NA,Lowest,303 E 57th St #30E,Coop,2 Bedroom,10022,Built in 1968,,NA
NA,"1,147 sqft",Lowest,50 United Nations Plz #8D,Condo,1 Bedroom,10017,Built in 2014,,"$1,997/sqft"
NA,600 sqft,Lowest,Address Not Disclosed,Condo,NA,10019,NA,1 full Bathroom,"$1,542/sqft"
"$1,060",962 sqft,Moderate,175 W 95th St #3E,Condo,2 Bedroom,10025,Built in 1971,,"$1,481/sqft"
"$3,058","1,697 sqft",Lowest,505 W 19th St #7C,Condo,2 Bedroom,10011,Built in 2015,,"$2,557/sqft"
NA,"1,352 sqft",Lowest,75 Wall St #29C,Condo,2 Bedroom,10005,Built in 1985,2 full Bathroom,"$1,350/sqft"
NA,"3,152 sqft",Lowest,443 Greenwich St #4C,Condo,3 Bedroom,10013,NA,,"$2,855/sqft"
NA,"9,706 sqft",Lowest,114 E 72nd St,Coop,NA,10021,Built in 1963,NA,NA
NA,"1,298 sqft",NA,100 Norfolk St #3C,Condo,2 Bedroom,10002,Built in 2015,,"$2,331/sqft"
NA,"8,400 sqft2,008 sqft",Low,323 E 53rd St,Multi-Family Home,NA,10022,Built in 2016,NA,
NA,686 sqft,Moderate,325 5th Ave #15F,Condo,1 Bedroom,10016,Built in 2005,1 full Bathroom,"$1,531/sqft"
"$4,358","1,950 sqft",Lowest,1 Gracie Ter #19A,Coop,3 Bedroom,10028,Built in 1952,3 full Bathroom,"$1,256/sqft"
NA,NA,Lowest,14 Sutton Pl S #1B-MAIS,Coop,2 Bedroom,10022,Built in 1929,2 full Bathroom,NA
"$6,596","1,850 sqft",Lowest,110 Central Park S #20A,Coop,2 Bedroom,10019,NA,2 full Bathroom,"$3,514/sqft"
NA,687 sqft,Lowest,400 E 56th St #9M,Coop,NA,10022,Built in 1968,1 full Bathroom,
NA,805 sqft,Lowest,69 Bennett Ave #302,Condo,1 Bedroom,10033,NA,1 full Bathroom,
NA,606 sqft,Lowest,123 Washington St,Condo,1 Bedroom,10006,Built in 2010,1 full Bathroom,"$4,125/sqft"
NA,761 sqft,Lowest,145 E 48th St #17B,Condo,1 Bedroom,10017,Built in 1986,,"$1,557/sqft"
NA,NA,Lowest,Address Not Disclosed,Condo,1 Bedroom,10016,Built in 1985,1 full Bathroom,NA
NA,"1,179 sqft",NA,322 W 57th St #22P,Condo,2 Bedroom,10019,Built in 1978,,"$1,947/sqft"
NA,NA,Low,320 Riverside Dr,Coop,1 Bedroom,10025,Built in 1928,,NA
NA,NA,Lowest,30 Sutton Pl #2A,Coop,3 Bedroom,10022,Built in 1928,3 full Bathroom,NA
"$6,604","1,550 sqft8,786 sqft",Lowest,45 E 72nd St,Coop,NA,10021,Built in 1959,,
NA,NA,Lowest,Address Not Disclosed,Single-Family Home,1 Bedroom,10022,NA,1 full Bathroom,NA
NA,804 sqft,Moderate,22 W 15th St #11I,Condo,1 Bedroom,10011,Built in 1989,,"$1,611/sqft"
"$1,627","1,596 sqft",Lowest,305 E 51st St #4F,Condo,2 Bedroom,10022,Built in 2015,2 full Bathroom,"$1,676/sqft"
NA,NA,Low,320 E 42nd St #1710,Coop,1 Bedroom,10017,Built in 1929,1 full Bathroom,NA
NA,"1,240 sqft",Lowest,450 E 83rd St #5H,Condo,1 Bedroom,10028,Built in 2006,2 full Bathroom,"$1,290/sqft"
NA,994 sqft,Low,300 E 23rd St #5G,Condo,2 Bedroom,10010,Built in 2008,,"$1,771/sqft"
NA,702 sqft,Lowest,415 E 37th St #26H,Single-Family Home,1 Bedroom,10016,NA,1 full Bathroom,"$1,175/sqft"
NA,885 sqft,NA,350 W 42nd St #32A,Condo,1 Bedroom,10036,NA,1 full Bathroom,"$1,716/sqft"
$800,"1,250 sqft",Low,Address Not Disclosed,Condo,2 Bedroom,10024,NA,,"$1,320/sqft"
"$1,765","1,699 sqft",Lowest,200 E 62nd St #9A,Condo,2 Bedroom,10065,Built in 1967,,"$1,854/sqft"
NA,"1,190 sqft",Lowest,30 West St #26G,Condo,2 Bedroom,10004,NA,2 full Bathroom,"$1,639/sqft"
NA,"1,400 sqft",Low,170 E 77th St #6D,Condo,2 Bedroom,10075,Built in 1940,2 full Bathroom,"$1,714/sqft"
NA,"1,570 sqft",Lowest,14 E 68th St #3FL,Coop,2 Bedroom,10065,NA,2 full Bathroom,"$1,783/sqft"
NA,"860 sqft2,910 sqft",Lowest,272 Water St #1F,Condo,NA,10038,NA,1 full Bathroom,"$1,134/sqft"
NA,"2,609 sqft",Lowest,50 United Nations Plz,Condo,3 Bedroom,10017,Built in 2014,3 full Bathroom,"$3,003/sqft"
"$2,753","2,065 sqft",Lowest,235 W 75th St #1123,Condo,3 Bedroom,10023,NA,3 full Bathroom,"$2,900/sqft"
NA,505 sqft,Low,211 E 51st St #6D,Condo,1 Bedroom,10022,Built in 1958,1 full Bathroom,"$1,733/sqft"
NA,NA,Lowest,116 E 63rd St #4A,Coop,3 Bedroom,10065,Built in 1913,3 full Bathroom,NA
NA,"2,144 sqft",NA,112 Waverly Pl,Multi-Family Home,NA,10011,Built in 1819,NA,NA
NA,"1,198 sqft",Low,211 E 51st St #10E,Condo,2 Bedroom,10022,Built in 1958,2 full Bathroom,"$1,665/sqft"
NA,NA,Low,417 Park Ave #10E,Coop,4 Bedroom,10022,Built in 1917,,NA
"$1,265","1,500 sqft",Lowest,15 Broad St #1124,Condo,1 Bedroom,10005,NA,1 full Bathroom,"$1,080/sqft"
NA,600 sqft,Lowest,635 W 42nd St #6K,Condo,1 Bedroom,10036,Built in 2006,1 full Bathroom,"$1,275/sqft"
NA,"2,554 sqft",Lowest,523 E 85th St,Townhome,NA,10028,NA,NA,NA
NA,606 sqft,Lowest,123 Washington St #47H,Condo,1 Bedroom,10006,NA,1 full Bathroom,"$2,104/sqft"
NA,"2,318 sqft",Low,162 E 83rd St,Apt/Condo/Twnhm,NA,10028,NA,NA,NA
"$4,868","2,520 sqft",Low,515 Park Ave #4A,Condo,2 Bedroom,10022,NA,,"$2,877/sqft"
NA,"1,522 sqft",Lowest,204 Forsyth St #3B,Condo,2 Bedroom,10002,NA,2 full Bathroom,"$2,201/sqft"
NA,841 sqft,Lowest,392 Central Park W #6N,Condo,1 Bedroom,10025,Built in 1961,1 full Bathroom,"$1,317/sqft"
NA,"1,490 sqft",NA,1280 5th Ave #20D,Condo,3 Bedroom,10029,NA,2 full Bathroom,"$1,779/sqft"
NA,"4,060 sqft",Lowest,21 E 61st St #4E,Condo,5 Bedroom,10065,Built in 1950,,"$3,571/sqft"
NA,"1,642 sqft",Lowest,135 W 52nd St #19B,Condo,2 Bedroom,10019,Built in 2014,,"$2,162/sqft"
NA,"2,669 sqft",Lowest,50 West St #39C,Condo,4 Bedroom,10006,Built in 2016,4 full Bathroom,"$2,596/sqft"
NA,"2,750 sqft",Lowest,2 E End Ave #1a,Coop,4 Bedroom,10075,Built in 1908,NA,"$1,380/sqft"
NA,"1,300 sqft",Low,15 William St #7E,Condo,2 Bedroom,10005,Built in 2008,2 full Bathroom,"$1,500/sqft"
"$2,932","1,548 sqft",Lowest,33 W 56th St,Condo,2 Bedroom,10019,NA,2 full Bathroom,"$3,198/sqft"
NA,"1,376 sqft",Moderate,Address Not Disclosed,Condo,3 Bedroom,10016,NA,2 full Bathroom,"$2,099/sqft"
NA,"1,205 sqft",Low,641 5th Ave #28F,Condo,1 Bedroom,10022,Built in 1975,,"$2,676/sqft"
NA,"1,812 sqft",Lowest,400 E 51st St #17A,Condo,3 Bedroom,10022,Built in 1902,3 full Bathroom,"$1,874/sqft"
"$1,100","1,340 sqft",NA,322 W 57th St #40B,Condo,2 Bedroom,10019,NA,2 full Bathroom,"$3,354/sqft"
NA,"2,692 sqft",Moderate,400 Park Ave S #24C,Condo,3 Bedroom,10016,Built in 2014,3 full Bathroom,"$2,233/sqft"
"$2,550","2,813 sqft",Moderate,66 Leonard St #6B,Condo,3 Bedroom,10013,NA,,"$1,953/sqft"
NA,"1,023 sqft",Lowest,123 Washington St #48D,Unspecified property type,2 Bedroom,10006,NA,2 full Bathroom,"$2,478/sqft"
"$1,720","1,157 sqft",Lowest,181 E 65th St #5D,Condo,2 Bedroom,10065,NA,2 full Bathroom,"$2,463/sqft"
NA,674 sqft,Low,Address Not Disclosed,Condo,NA,10022,Built in 1973,1 full Bathroom,"$2,782/sqft"
"$5,175","2,932 sqft",Lowest,344 W 72nd St #908,Condo,4 Bedroom,10023,Built in 1904,,"$2,004/sqft"
NA,"1,550 sqft",Lowest,204 Forsyth St #3A,Condo,2 Bedroom,10002,NA,2 full Bathroom,"$2,194/sqft"
NA,"1,132 sqft",Lowest,345 E 46th St #11C,Condo,2 Bedroom,10017,NA,2 full Bathroom,"$2,853/sqft"
NA,"1,085 sqft",Lowest,456 W 167th St #1-MB,Condo,NA,10032,NA,1 full Bathroom,
"$4,445","3,455 sqft",Lowest,305 E 51st St,Condo,4 Bedroom,10022,Built in 2015,,"$3,473/sqft"
NA,"1,612 sqft",Lowest,75 Wall St #18FG,Condo,3 Bedroom,10005,NA,,"$1,489/sqft"
NA,865 sqft,Lowest,67 Avenue C,Condo,1 Bedroom,10009,Built in 2015,2 full Bathroom,"$2,139/sqft"
NA,"2,967 sqft",Lowest,2112 Broadway #78F,Condo,4 Bedroom,10023,Built in 1928,,"$2,191/sqft"
NA,"3,007 sqft",Low,252 E 57th St #56B,Condo,3 Bedroom,10022,Built in 2014,,"$3,400/sqft"
NA,"1,985 sqft",Lowest,100 United Nations Plz #33D,Condo,3 Bedroom,10017,Built in 1984,,"$1,509/sqft"
NA,"1,600 sqft",Lowest,635 W 42nd St #26AB,Condo,3 Bedroom,10036,Built in 2006,3 full Bathroom,"$2,188/sqft"
NA,"1,613 sqft",Lowest,845 United Nations Plz #63D,Condo,2 Bedroom,10017,Built in 2001,,"$2,728/sqft"
NA,"1,168 sqft",Low,400 5th Ave #39CC,Apartment,2 Bedroom,10018,NA,,"$2,697/sqft"
"$1,926","1,284 sqft",Lowest,337 E 62nd St,Condo,2 Bedroom,10065,Built in 2014,2 full Bathroom,"$2,103/sqft"
NA,"2,178 sqft",Low,502 Park Ave #19D,Condo,2 Bedroom,10022,Built in 1928,,"$3,650/sqft"
"$3,643","2,813 sqft",Lowest,235 W 75th St #520,Condo,4 Bedroom,10023,NA,,"$2,344/sqft"
NA,"6,325 sqft",Lowest,55 E 72nd St,Coop,NA,10021,Built in 1910,NA,NA
NA,"1,175 sqft",Lowest,123 Washington St,Condo,2 Bedroom,10006,Built in 2010,2 full Bathroom,"$2,549/sqft"
NA,NA,Lowest,135 E 71st St,Coop,2 Bedroom,10021,Built in 1959,,NA
NA,"1,198 sqft",Lowest,33 W 56th St #6A,Condo,1 Bedroom,10019,NA,2 full Bathroom,"$2,086/sqft"
"$3,253","2,836 sqft",Lowest,1 W End Ave #24F,Condo,4 Bedroom,10023,NA,,"$2,257/sqft"
NA,"1,080 sqft",Lowest,100 Riverside Blvd #11P,Condo,2 Bedroom,10069,Built in 2007,2 full Bathroom,"$1,662/sqft"
NA,NA,Low,303 W 146th St #7R,Condo,1 Bedroom,10039,NA,1 full Bathroom,NA
NA,NA,Moderate,475 Park Ave #10B,Coop,1 Bedroom,10022,Built in 1908,1 full Bathroom,NA
"$1,152",NA,Lowest,33 E 70th St #8D,Coop,3 Bedroom,10021,NA,4 full Bathroom,NA
NA,NA,Lowest,116 E 66th St,Coop,2 Bedroom,10065,Built in 1955,,NA
$921,955 sqft,Moderate,Address Not Disclosed,Condo,1 Bedroom,10065,Built in 1952,1 full Bathroom,"$1,990/sqft"
NA,"2,507 sqft",Lowest,Address Not Disclosed,Condo,3 Bedroom,10065,Built in 1950,,"$3,550/sqft"
"$2,497","2,199 sqft",Moderate,425 W 50th St #15F,Condo,3 Bedroom,10019,NA,,"$2,499/sqft"
"$4,500",NA,Low,951 1st Ave,Income/Investment,NA,10022,NA,NA,NA
NA,NA,Moderate,229 E 24th St,Condo,NA,10010,Built in 1984,11 full Bathroom,NA
NA,NA,Lowest,715 Park Ave,Condo,1 Bedroom,10021,Built in 1948,1 full Bathroom,NA
NA,NA,Lowest,781 5th Ave,Coop,3 Bedroom,10022,Built in 1927,3 full Bathroom,NA
NA,"2,324 sqft",Lowest,360 Central Park W #9B,Condo,3 Bedroom,10025,Built in 1929,,"$2,474/sqft"
NA,NA,Lowest,980 5th Ave #4B,Coop,3 Bedroom,10075,Built in 1963,,NA
NA,NA,Lowest,239-245 E 120th St,Unspecified property type,NA,10035,NA,NA,NA
NA,"1,559 sqft",Moderate,250 E 53rd St #3001,Condo,2 Bedroom,10022,Built in 2006,,"$1,988/sqft"
"$1,712",NA,Lowest,26 E 63rd St #6-A,Condo,2 Bedroom,10065,NA,2 full Bathroom,NA
NA,900 sqft,Low,200 W 48th St #9A,Condo,1 Bedroom,10036,NA,1 full Bathroom,"$1,472/sqft"
NA,NA,Low,61 4th Ave,Apartment,NA,10003,NA,NA,NA
NA,"1,473 sqft",Lowest,540 W 28th St #11D,Condo,2 Bedroom,10001,Built in 2008,2 full Bathroom,"$2,105/sqft"
NA,695 sqft,Lowest,225 Rector Pl #8C,Condo,1 Bedroom,10280,NA,1 full Bathroom,"$1,367/sqft"
NA,"2,403 sqft",Lowest,50 West St #9D,Condo,3 Bedroom,10006,Built in 2016,3 full Bathroom,"$1,952/sqft"
"$1,297","1,345 sqft",Moderate,225 E 34th St #3I,Condo,2 Bedroom,10016,Built in 2007,2 full Bathroom,"$1,375/sqft"
NA,NA,Lowest,315 W 70th St #18B,Coop,2 Bedroom,10023,Built in 1963,2 full Bathroom,NA
"$1,093",776 sqft,Lowest,308 W 30th St,Condo,1 Bedroom,10001,NA,1 full Bathroom,"$2,932/sqft"
NA,"2,079 sqft",Low,301 W 53rd St #5AK,Condo,4 Bedroom,10019,Built in 1979,4 full Bathroom,"$1,739/sqft"
NA,"1,336 sqft",NA,100 Norfolk St #11C,Condo,2 Bedroom,10002,Built in 2015,,"$2,100/sqft"
NA,764 sqft,Low,Address Not Disclosed,Condo,1 Bedroom,10024,Built in 1986,1 full Bathroom,"$1,440/sqft"
NA,NA,Lowest,425 E 58th St #14A,Coop,2 Bedroom,10022,Built in 1975,,NA
NA,"1,600 sqft",NA,322 W 57th St #31U,Condo,2 Bedroom,10019,Built in 1978,2 full Bathroom,"$2,499/sqft"
NA,"4,000 sqft",Lowest,635 W 42nd St #2425A,Condo,7 Bedroom,10036,Built in 2006,7 full Bathroom,"$3,000/sqft"
"$1,934","1,557 sqft",Lowest,240 Riverside Blvd #26C,Condo,2 Bedroom,10069,Built in 2004,2 full Bathroom,"$2,887/sqft"
NA,"1,645 sqft",Lowest,930 5th Ave,Coop,2 Bedroom,10021,Built in 1940,,"$2,553/sqft"
NA,976 sqft,Low,300 E 64th St #22C,Condo,1 Bedroom,10065,Built in 1996,2 full Bathroom,"$1,742/sqft"
"$1,097",708 sqft,Lowest,123 Washington St #44-G,Condo,1 Bedroom,10006,NA,1 full Bathroom,"$2,394/sqft"
NA,"2,082 sqft",Low,210 W 77th St #10E,Condo,3 Bedroom,10024,NA,,"$2,522/sqft"
NA,"3,347 sqft",Low,498 W End Ave #7A,Condo,4 Bedroom,10024,Built in 1910,,"$2,301/sqft"
$735,"1,001 sqft",Lowest,234 W 148th St #2-A,Condo,2 Bedroom,10039,NA,2 full Bathroom,
"$9,930","4,825 sqft",Lowest,80 Columbus Cir #PH77B,Condo,4 Bedroom,10023,NA,,"$10,363/sqft"
NA,"1,537 sqft",Lowest,300 E 55th St #12B,Condo,2 Bedroom,10022,Built in 2003,,"$2,082/sqft"
NA,"2,657 sqft",NA,35 W 15th St #12C,Condo,4 Bedroom,10011,Built in 2014,,"$2,732/sqft"
NA,"1,700 sqft",Lowest,635 W 42nd St #21AN,Condo,3 Bedroom,10036,Built in 2006,3 full Bathroom,"$2,353/sqft"
NA,NA,Lowest,14 Sutton Pl S #3B,Coop,2 Bedroom,10022,Built in 1929,,NA
"$2,635","1,600 sqft",Lowest,721 5th Ave #50B,Condo,2 Bedroom,10022,NA,2 full Bathroom,"$2,625/sqft"
NA,399 sqft,Lowest,106 Central Park S #21J,Condo,NA,10019,Built in 1929,1 full Bathroom,"$4,248/sqft"
NA,NA,Lowest,870 United Nations Plz #17A,Coop,2 Bedroom,10017,Built in 1966,2 full Bathroom,NA
NA,"2,350 sqft",Lowest,524 E 72nd St #PH1A,Condo,2 Bedroom,10021,Built in 1988,,"$2,638/sqft"
$819,"1,090 sqft",NA,115 Norfolk St #304,Condo,2 Bedroom,10002,Built in 2010,2 full Bathroom,"$1,743/sqft"
NA,NA,Lowest,1025 5th Ave #10B-S,Loft,2 Bedroom,10028,NA,2 full Bathroom,NA
NA,"1,229 sqft10,325 sqft",Moderate,50 W 15th St #8B,Condo,2 Bedroom,10011,Built in 2007,2 full Bathroom,"$2,400/sqft"
$622,NA,Lowest,69 Bennett Ave #302,Condo,1 Bedroom,10033,Built in 1954,1 full Bathroom,NA
NA,"1,350 sqft",NA,322 W 57th St #35D,Condo,2 Bedroom,10019,Built in 1978,2 full Bathroom,"$2,222/sqft"
NA,"2,500 sqft",Low,641 5th Ave #35BC,Condo,2 Bedroom,10022,Built in 1975,2 full Bathroom,"$2,620/sqft"
NA,"1,456 sqft",Lowest,220 Riverside Blvd #8M,Condo,2 Bedroom,10069,Built in 2001,2 full Bathroom,"$1,820/sqft"
NA,725 sqft,Lowest,630 1st Ave #23R,Condo,1 Bedroom,10016,NA,1 full Bathroom,"$1,378/sqft"
NA,"1,025 sqft",Lowest,650 Park Ave #14B,Coop,1 Bedroom,10065,Built in 1962,,"$1,459/sqft"
"$1,035",NA,Low,110 W 94th St #6F,Coop,1 Bedroom,10025,Built in 1937,NA,NA
NA,"2,609 sqft",Lowest,50 Nations Plz #18A,Condo,3 Bedroom,10017,NA,3 full Bathroom,"$2,658/sqft"
NA,NA,Lowest,675 W End Ave #14B,Coop,2 Bedroom,10025,Built in 1924,,NA
NA,"1,644 sqft",Moderate,140 E 63rd St #4A,Condo,2 Bedroom,10065,Built in 1926,,"$1,518/sqft"
NA,"2,023 sqft",Low,150 Charles St #3EN,Condo,3 Bedroom,10014,NA,,"$3,707/sqft"
"$3,673","3,064 sqft",Lowest,33 W 56th St #3-BC,Condo,2 Bedroom,10019,NA,3 full Bathroom,"$1,942/sqft"
"$1,135",NA,Lowest,58 W 58th St #5-A,Condo,1 Bedroom,10019,NA,1 full Bathroom,NA
"$1,851","1,542 sqft",Lowest,45 E 22nd St #38B,Condo,2 Bedroom,10010,Built in 2016,2 full Bathroom,"$3,625/sqft"
"$1,415",680 sqft,Lowest, W End Ave #A,Condo,1 Bedroom,10023,NA,1 full Bathroom,"$1,382/sqft"
NA,NA,Lowest,870 United Nations Plz,Coop,2 Bedroom,10017,Built in 1966,,NA
$347,567 sqft,Lowest,305 W 150th St #506,Condo,1 Bedroom,10039,NA,1 full Bathroom,
"$6,600","3,257 sqft",Lowest,400 E 56th St,Coop,NA,10022,Built in 1968,1 full Bathroom,"$1,104/sqft"
NA,"10,050 sqft",Lowest,430 E 57th St,Coop,2 Bedroom,10022,Built in 1926,2 full Bathroom,NA
"$2,540","2,245 sqft",Lowest,1 W End Ave #33C,Condo,3 Bedroom,10023,NA,,"$2,572/sqft"
NA,"1,543 sqft",Low,144 E 30th St #4,Condo,2 Bedroom,10016,NA,2 full Bathroom,"$1,941/sqft"
NA,"10,500 sqft2,511 sqft",Low,336 E 54th St,Multi-Family Home,NA,10022,Built in 2016,NA,"$1,000/sqft"
$951,NA,Lowest,58 W 58th St #18-B,Condo,1 Bedroom,10019,NA,1 full Bathroom,NA
"$1,675",NA,Moderate,177 E 77th St #5A,Condo,2 Bedroom,10075,NA,2 full Bathroom,NA
NA,700 sqft,Lowest,635 W 42nd St #12C,Condo,1 Bedroom,10036,Built in 2006,1 full Bathroom,"$1,357/sqft"
NA,"1,513 sqft",Lowest,50 West St #38B,Condo,2 Bedroom,10006,NA,,"$2,485/sqft"
NA,600 sqft,Lowest,Address Not Disclosed,Condo,NA,10019,NA,1 full Bathroom,"$1,542/sqft"
"$1,545",NA,Lowest,415 E 54th St #17H,Condo,1 Bedroom,10022,Built in 1983,,NA
NA,NA,Lowest,425 E 58th St #34D,Coop,2 Bedroom,10022,Built in 1971,,NA
NA,"1,411 sqft",Lowest,75 Wall St #19O,Condo,2 Bedroom,10005,Built in 1985,2 full Bathroom,"$1,414/sqft"
NA,NA,Lowest,251 W 98th St #6C,Condo,2 Bedroom,10025,Built in 1912,2 full Bathroom,NA
NA,"1,963 sqft",Moderate,101 Leonard St #5E,Condo,3 Bedroom,10013,Built in 1920,3 full Bathroom,"$2,394/sqft"
NA,NA,Low,670 W End Ave #11C,Coop,2 Bedroom,10025,Built in 1927,2 full Bathroom,NA
NA,NA,Lowest,50 Sutton Pl S #19L,Coop,2 Bedroom,10022,Built in 1956,,NA
NA,NA,Lowest,1049 5th Ave,Condo,3 Bedroom,10028,Built in 1928,,NA
NA,891 sqft,NA,172 Madison Ave #9C,Condo,1 Bedroom,10016,NA,,"$1,599/sqft"
$365,584 sqft,Lowest,305 W 150th St #710,Condo,1 Bedroom,10039,NA,1 full Bathroom,
NA,905 sqft,Lowest,768 5th Ave #1321,Condo,1 Bedroom,10019,Built in 1907,,"$3,039/sqft"
NA,866 sqft,Lowest,525 Park Ave #14E,Condo,1 Bedroom,10065,Built in 1914,2 full Bathroom,"$2,077/sqft"
$803,"1,087 sqft",Lowest,234 W 148th St #2-C,Condo,2 Bedroom,10039,NA,2 full Bathroom,
NA,NA,Lowest,50 E 77th St,Coop,3 Bedroom,10075,Built in 1930,2 full Bathroom,NA
NA,891 sqft,Lowest,255 E 49th St #12A,Condo,1 Bedroom,10017,Built in 1985,NA,"$1,117/sqft"
NA,"1,000 sqft",Lowest,16 E 98th St #9E,Coop,2 Bedroom,10029,NA,,
"$1,229",720 sqft,Lowest,333 E 46th St #8G,Coop,1 Bedroom,10017,Built in 1959,1 full Bathroom,"$1,054/sqft"
NA,903 sqft,NA,45 Christopher St #6C,Condo,1 Bedroom,10014,Built in 1931,,"$1,938/sqft"
NA,"1,349 sqft",Low,959 1st Ave #17C,Condo,2 Bedroom,10022,Built in 2015,2 full Bathroom,"$1,950/sqft"
NA,NA,Lowest,3 E 69th St #910B,Coop,1 Bedroom,10021,Built in 1938,,NA
NA,NA,Lowest,45 E 62nd St #6B,Coop,2 Bedroom,10065,Built in 1915,2 full Bathroom,NA
NA,"1,176 sqft",Lowest,100 W 58th St #8F,Condo,2 Bedroom,10019,Built in 1926,2 full Bathroom,"$1,573/sqft"
NA,853 sqft,NA,1635 Lexington Ave #8B,Single-Family Home,1 Bedroom,10029,NA,1 full Bathroom,"$1,124/sqft"
NA,NA,Lowest,799 Park Ave #4C,Coop,2 Bedroom,10021,Built in 1961,2 full Bathroom,NA
"$4,897","1,700 sqft",Lowest,580 Park Ave #1B,Coop,NA,10065,Built in 1923,NA,"$1,397/sqft"
"$1,091","1,045 sqft",Low,90 Lexington Ave #4A,Condo,1 Bedroom,10016,Built in 1927,,"$1,823/sqft"
NA,NA,Lowest,320 Central Park W #11J,Coop,2 Bedroom,10025,Built in 1930,2 full Bathroom,NA
NA,NA,Lowest,635 W 42nd St #11J,Condo,1 Bedroom,10036,Built in 2006,1 full Bathroom,NA
NA,NA,Lowest,635 W 42nd St #26B,Condo,1 Bedroom,10036,Built in 2006,1 full Bathroom,NA
$326,540 sqft,Low,140 W 23rd St #2D,Condo,NA,10011,Built in 1888,1 full Bathroom,"$2,074/sqft"
NA,NA,Moderate,1035 Park Ave #16B,Coop,3 Bedroom,10028,Built in 1926,,NA
NA,"1,736 sqft",Lowest,50 West St #39A,Condo,2 Bedroom,10006,Built in 2016,3 full Bathroom,"$2,160/sqft"
NA,773 sqft,Lowest,18 W 48th St #14C,Condo,1 Bedroom,10036,Built in 2006,1 full Bathroom,"$1,745/sqft"
NA,667 sqft,Lowest,635 W 42nd St #15E,Condo,1 Bedroom,10036,Built in 2006,1 full Bathroom,"$1,462/sqft"
$430,600 sqft,Low,150 W 51st St #1501,Condo,2 Bedroom,10019,Built in 1927,1 full Bathroom,"$1,500/sqft"
"$2,316","1,312 sqft",Lowest,344 W 72nd St #409,Condo,1 Bedroom,10023,Built in 1904,1 full Bathroom,"$1,749/sqft"
NA,"1,350 sqft",Low,125 W 22nd St #6C,Condo,2 Bedroom,10011,Built in 2007,2 full Bathroom,"$1,922/sqft"
NA,628 sqft,Moderate,212 E 47th St #16A,Condo,1 Bedroom,10017,Built in 1979,1 full Bathroom,"$1,513/sqft"
NA,800 sqft,Lowest,251 Seaman Ave #5H,Coop,1 Bedroom,10034,Built in 1940,1 full Bathroom,
NA,"1,636 sqft",Lowest,50 United Nations Plz #11A,Condo,2 Bedroom,10017,Built in 2014,,"$2,781/sqft"
NA,"1,956 sqft",Lowest,401 E 60th St #31C,Condo,3 Bedroom,10022,NA,,"$1,480/sqft"
NA,"1,479 sqft3,000 sqft",NA,107 E Broadway,Single-Family Home,NA,10002,Built in 2015,1 full Bathroom,"$1,183/sqft"
NA,NA,Lowest,535 E 86th St #16A,Coop,4 Bedroom,10028,Built in 1961,,NA
NA,NA,Lowest,425 E 58th St #14A,Coop,2 Bedroom,10022,Built in 1974,3 full Bathroom,NA
