HOA,Housing_area,Crime_level,Address,Housing_type,Beds,Postal_code,Built_year,Baths,Housing_price
NA,"1,400 sqft",Lowest,425 E 58th St #32F,Coop,1 Bedroom,10022,Built in 1975,,"$1,211/sqft"
NA,NA,Lowest,100 Nations Plz #19C,Condo,1 Bedroom,10017,NA,1 full Bathroom,NA
$882,NA,Lowest,17 Chittenden Ave #4A,Coop,1 Bedroom,10033,Built in 1939,1 full Bathroom,NA
$611,NA,Lowest,117 W 17th St #4D,Condo,2 Bedroom,10011,Built in 1910,,NA
"$3,620",NA,Lowest,721 5th Ave #37D38D,Condo,2 Bedroom,10022,Built in 1983,,NA
NA,NA,Low,200 W 54th St,Coop,1 Bedroom,10019,Built in 1912,1 full Bathroom,NA
NA,"1,756 sqft",Low,150 E 69th St #3Q,Coop,3 Bedroom,10021,Built in 1959,2 full Bathroom,"$1,324/sqft"
NA,NA,Lowest,77 W 55th St #5G,Condo,1 Bedroom,10019,NA,1 full Bathroom,NA
NA,"1,060 sqft",Moderate,1400 5th Ave #4O,Condo,2 Bedroom,10026,Built in 2003,2 full Bathroom,
NA,"2,599 sqft",Lowest,240 Riverside Blvd #11A,Condo,3 Bedroom,10069,Built in 2005,,"$3,078/sqft"
NA,NA,Lowest,80 Riverside Blvd #3S,Condo,2 Bedroom,10069,Built in 2006,,NA
"$1,214",600 sqft,Moderate,301 E 87th St #8B,Coop,1 Bedroom,10128,Built in 1974,1 full Bathroom,
NA,656 sqft,Lowest,20 Pine St #803,Condo,NA,10005,NA,1 full Bathroom,"$1,273/sqft"
NA,"1,248 sqft",Moderate,225 E 34th St #7C,Condo,2 Bedroom,10016,Built in 2006,2 full Bathroom,"$1,482/sqft"
NA,698 sqft,Low,15 William St #25D,Condo,NA,10005,Built in 2008,1 full Bathroom,"$1,648/sqft"
NA,"1,431 sqft",Moderate,250 E 53rd St #804,Condo,2 Bedroom,10022,Built in 2007,,"$1,918/sqft"
NA,"1,429 sqft",Lowest,60 Riverside Dr #2702,Condo,2 Bedroom,10024,NA,,"$2,397/sqft"
NA,"1,850 sqft",Moderate,220 E 65th St,Condo,3 Bedroom,10065,Built in 1980,3 full Bathroom,"$2,322/sqft"
NA,NA,Lowest,305 E 61st St,Income/Investment,NA,10065,NA,NA,NA
NA,"1,206 sqft",Low,255 Bowery #5,Condo,2 Bedroom,10002,Built in 2015,2 full Bathroom,"$3,109/sqft"
NA,"1,300 sqft",Low,15 William St #32E,Condo,2 Bedroom,10005,Built in 2008,2 full Bathroom,"$1,894/sqft"
"$1,625","1,321 sqft",Lowest,100 United Nations Plz #7E,Condo,2 Bedroom,10017,Built in 1984,,"$1,363/sqft"
"$1,400",NA,Lowest,336 W End Ave #15 F,Coop,NA,10023,NA,1 full Bathroom,NA
"$1,982","1,049 sqft",Lowest,33 W 56th St #8-D,Condo,1 Bedroom,10019,NA,,"$3,317/sqft"
$951,"1,000 sqft",Lowest,209 W 118th St #2-L,Apartment,3 Bedroom,10026,NA,1 full Bathroom,
NA,NA,Lowest,2790 Broadway #6C,Loft,NA,10025,NA,1 full Bathroom,NA
NA,NA,Low,40 Broad St #G3,Condo,2 Bedroom,10004,NA,2 full Bathroom,NA
NA,"1,050 sqft",Lowest,300 Pearl St #15-C,Coop,2 Bedroom,10038,Built in 1971,1 full Bathroom,"$1,239/sqft"
NA,"5,153 sqft",Lowest,135 W 52nd St #PH1,Condo,5 Bedroom,10019,Built in 2014,,"$3,260/sqft"
NA,NA,Lowest,40 W 72nd St #101B,Loft,NA,10023,NA,1 full Bathroom,NA
"$1,375",NA,Low,300 E 71st St #9N,Apartment,2 Bedroom,10021,NA,1 full Bathroom,NA
"$1,575",NA,Moderate,67 E 11th St #721,Single-Family Home,1 Bedroom,10003,NA,1 full Bathroom,NA
$963,"1,351 sqft",Lowest,100 W 93rd St #8F,Condo,3 Bedroom,10025,NA,2 full Bathroom,
NA,"1,045 sqft",Low,1901 Madison Ave #427,Coop,3 Bedroom,10035,Built in 1994,2 full Bathroom,
"$2,518","1,140 sqft",Moderate,137 E 36th St #17A,Coop,1 Bedroom,10016,NA,,
$959,577 sqft,Lowest,150 W End Ave #8E,Coop,NA,10023,Built in 1961,1 full Bathroom,
"$1,042",NA,Lowest,227 Central Park W #1-D,Coop,1 Bedroom,10024,NA,,NA
NA,"1,290 sqft",Low,2 E 55th St,Condo,2 Bedroom,10022,Built in 1903,3 full Bathroom,
NA,"1,261 sqft",Lowest,775 Riverside Dr #3D,Condo,2 Bedroom,10032,NA,2 full Bathroom,
NA,700 sqft,Lowest,340 Haven Ave #3H,Coop,1 Bedroom,10033,NA,1 full Bathroom,
NA,NA,NA,1993 Amsterdam Ave #42,Coop,3 Bedroom,10032,Built in 1907,1 full Bathroom,NA
NA,NA,Lowest,111 E 75th St #101,Coop,2 Bedroom,10021,NA,1 full Bathroom,NA
$327,"2,086 sqft",NA,1937 Madison Ave #3,Condo,5 Bedroom,10035,NA,4 full Bathroom,
NA,NA,Lowest,Address Not Disclosed,Coop,1 Bedroom,10021,NA,1 full Bathroom,NA
NA,NA,Low,40 E 9th St #4H,Apartment,1 Bedroom,10003,Built in 1952,1 full Bathroom,NA
NA,985 sqft,Lowest,65 Nassau St #8C,Unspecified property type,2 Bedroom,10038,Built in 1900,1 full Bathroom,
NA,650 sqft,Lowest,775 Riverside Dr #1F,Condo,1 Bedroom,10032,NA,1 full Bathroom,
NA,NA,Lowest,225 Bennett Ave #1O,Coop,1 Bedroom,10040,Built in 1930,1 full Bathroom,NA
$688,580 sqft,Lowest,215 E 81st St #7E,Condo,1 Bedroom,10028,Built in 2007,,"$1,293/sqft"
"$3,096","1,300 sqft",Lowest,303 E 57th St #17-J,Apartment,1 Bedroom,10022,NA,,
NA,NA,Lowest,45 Tudor City Pl,Coop,NA,10017,NA,NA,NA
NA,NA,Lowest,100 W 57th St #15P,Coop,NA,10019,Built in 1962,1 full Bathroom,NA
$887,NA,Lowest,516 W 47th St #N2F,Condo,2 Bedroom,10036,NA,2 full Bathroom,NA
NA,NA,Lowest,420 E 51st St #11G,Coop,1 Bedroom,10022,Built in 1962,1 full Bathroom,NA
NA,"8,147 sqft2,043 sqft",Low,54 E 81st St,Townhome,6 Bedroom,10028,Built in 2015,,"$4,419/sqft"
NA,350 sqft,Lowest,311 E 75th St #5B,Coop,NA,10021,Built in 1963,1 full Bathroom,
"$3,134","1,200 sqft",Lowest,18 E 63rd St #2,Coop,2 Bedroom,10065,Built in 1876,2 full Bathroom,
$475,"3,518 sqft",Low,105 W 77th St #5A,Condo,1 Bedroom,10024,Built in 1900,1 full Bathroom,NA
$805,NA,Moderate,356 W 23rd St #3A,Coop,1 Bedroom,10011,NA,1 full Bathroom,NA
"$3,136",NA,Lowest,303 E 57th St #34D,Coop,1 Bedroom,10022,Built in 1968,,NA
NA,"1,250 sqft",Lowest,100 W 57th St #3-N,Coop,2 Bedroom,10019,Built in 1962,2 full Bathroom,
"$1,005",NA,Lowest,622 W 114th St #41,Apartment,2 Bedroom,10025,NA,1 full Bathroom,NA
NA,765 sqft,Lowest,2 S End Ave #8I,Condo,1 Bedroom,10280,Built in 1990,1 full Bathroom,
$857,NA,Lowest,319 E 50th St #8-C,Apartment,NA,10022,NA,1 full Bathroom,NA
"$1,836",642 sqft,Lowest,343 E 74th St #8-K,Condo,1 Bedroom,10021,NA,1 full Bathroom,
"$2,590","1,100 sqft",Low,212 E 48th St #1C,Coop,2 Bedroom,10017,Built in 1923,1 full Bathroom,
"$1,048",NA,Low,333 E 53rd St #4-M,Apartment,1 Bedroom,10022,NA,1 full Bathroom,NA
"$1,257",820 sqft,Lowest,300 W 72nd St #1B,Coop,1 Bedroom,10023,Built in 1941,1 full Bathroom,
"$3,731","2,250 sqft",Low,240 W 23rd St #PH7D,Coop,3 Bedroom,10011,NA,2 full Bathroom,"$1,177/sqft"
"$9,247","4,350 sqft",Lowest,40 E 66th St #W-E,Condo,5 Bedroom,10065,Built in 1929,5 full Bathroom,"$4,598/sqft"
"$1,705",700 sqft,Lowest,303 E 57th St #12C,Coop,1 Bedroom,10022,Built in 1968,1 full Bathroom,
$852,475 sqft,NA,310 W 56th St #3-G,Apartment,NA,10019,NA,1 full Bathroom,
NA,577 sqft,Moderate,99 John St #1812,Condo,NA,10038,NA,1 full Bathroom,"$1,023/sqft"
NA,NA,NA,37 Henry St #3F,Condo,1 Bedroom,10002,NA,1 full Bathroom,NA
NA,"1,210 sqft",Lowest,350 E 82nd St #7X,Condo,2 Bedroom,10028,NA,2 full Bathroom,"$1,236/sqft"
NA,"1,875 sqft",NA,220 E 67th St #2FG,Coop,3 Bedroom,10065,NA,3 full Bathroom,"$1,064/sqft"
NA,600 sqft,Lowest,100 W 57th St #12L,Coop,1 Bedroom,10019,Built in 1962,1 full Bathroom,
NA,900 sqft,Moderate,212 W 80th St,Single-Family Home,NA,10024,NA,1 full Bathroom,
"$2,710","1,400 sqft",Lowest,12 E 87th St #3A,Coop,2 Bedroom,10128,Built in 1912,1 full Bathroom,
$833,NA,Low,5 Tudor City Pl #401,Apartment,NA,10017,NA,1 full Bathroom,NA
$985,333 sqft,Low,5 Tudor City Pl #2135,Coop,NA,10017,NA,1 full Bathroom,
NA,731 sqft,Lowest,69 Bennett Ave #204,Condo,1 Bedroom,10033,NA,1 full Bathroom,
NA,325 sqft,Lowest,517 E 77th St,Coop,NA,10075,NA,1 full Bathroom,"$1,108/sqft"
NA,"5,824 sqft",Lowest,20 E 84th St,Coop,1 Bedroom,10028,NA,1 full Bathroom,NA
NA,"1,400 sqft",Moderate,137 E 36th St #17F,Apartment,2 Bedroom,10016,Built in 1966,,
NA,960 sqft,NA,58 Barrow St,Townhome,4 Bedroom,10014,NA,,NA
"$1,447",NA,Lowest,310 E 46th St #12-U,Condo,1 Bedroom,10017,NA,1 full Bathroom,NA
NA,840 sqft,Low,43 W 61st St #19J,Condo,2 Bedroom,10023,Built in 1930,2 full Bathroom,"$1,518/sqft"
"$6,088","5,955 sqft",Moderate,212 W 18th St #PH1,Condo,5 Bedroom,10011,NA,,"$11,755/sqft"
NA,NA,Lowest,425 E 63rd St #W6F,Apt/Condo/Twnhm,1 Bedroom,10065,Built in 1956,1 full Bathroom,NA
"$2,574",NA,Low,455 E 86th St #31B,Condo,3 Bedroom,10028,NA,,NA
$764,255 sqft,Lowest,20 E 88th St #1D,Coop,NA,10128,Built in 1924,1 full Bathroom,"$1,235/sqft"
NA,737 sqft,Low,2132 2nd Ave #6D,Condo,2 Bedroom,10029,NA,2 full Bathroom,
"$2,812","1,800 sqft",Lowest,176 Broadway,Coop,3 Bedroom,10038,Built in 1920,2 full Bathroom,
NA,"1,476 sqft",Lowest,627 W End Ave,Townhome,5 Bedroom,10024,Built in 1899,4 full Bathroom,NA
NA,"1,445 sqft",Low,2 E 55th St #836,Condo,2 Bedroom,10022,Built in 1903,3 full Bathroom,
NA,"1,400 sqft",Lowest,575 Park Ave #801,Coop,2 Bedroom,10065,Built in 1927,2 full Bathroom,
NA,"4,200 sqft1,510 sqft",Lowest,331 W 87th St,Single-Family Home,6 Bedroom,10024,NA,6 full Bathroom,
NA,581 sqft,Lowest,775 Riverside Dr #2A,Condo,1 Bedroom,10032,NA,1 full Bathroom,
"$2,267",NA,Low,45 E 9th St #67,Coop,1 Bedroom,10003,Built in 1926,1 full Bathroom,NA
NA,NA,Moderate,317 W 54th St #4D,Coop,NA,10019,Built in 1980,1 full Bathroom,NA
NA,"10,216 sqft",Lowest,20 W 72nd St,Coop,2 Bedroom,10023,Built in 1924,2 full Bathroom,NA
NA,NA,Lowest,35 W 81st St #9F,Coop,NA,10024,Built in 1914,1 full Bathroom,NA
"$1,619",750 sqft,Moderate,245 E 87th St #4-C,Apartment,1 Bedroom,10128,NA,1 full Bathroom,
NA,850 sqft,Low,323 Pleasant Ave #2,Coop,3 Bedroom,10035,NA,1 full Bathroom,
NA,"1,700 sqft",Lowest,119 W 80th St,Coop,2 Bedroom,10024,Built in 1893,2 full Bathroom,NA
NA,"1,641 sqft",Lowest,27 Leonard St #3,Condo,1 Bedroom,10013,Built in 1920,2 full Bathroom,"$2,011/sqft"
NA,550 sqft,Low,200 E 58th St #12F,Condo,1 Bedroom,10022,NA,1 full Bathroom,"$1,264/sqft"
NA,NA,Moderate,475 Park Ave #5E,Coop,1 Bedroom,10022,Built in 1908,1 full Bathroom,NA
$268,NA,Moderate,327 E 3rd St #2D,Coop,1 Bedroom,10009,Built in 1920,1 full Bathroom,NA
NA,NA,Moderate,464 W 152nd St #54,Coop,2 Bedroom,10031,NA,1 full Bathroom,NA
NA,NA,Lowest,214 E 84th St #5B,Apartment,1 Bedroom,10028,NA,1 full Bathroom,NA
NA,NA,Low,77 Bleecker St #706,Loft,NA,10012,Built in 1930,1 full Bathroom,NA
NA,650 sqft,Low,444 E 87th St #5D,Single-Family Home,1 Bedroom,10128,Built in 1905,1 full Bathroom,
"$1,005",NA,Lowest,110 W 90th St #3B,Condo,2 Bedroom,10024,Built in 1987,2 full Bathroom,NA
$850,500 sqft,NA,244 E 90th St #1-C,Apartment,1 Bedroom,10128,NA,1 full Bathroom,
NA,NA,NA,220 E 67th St,Coop,NA,10065,Built in 1963,1 full Bathroom,NA
NA,NA,Low,77 Bleecker St #932N,Coop,NA,10012,NA,1 full Bathroom,NA
"$1,208",904 sqft,Moderate,501 W 123rd St #4D,Coop,2 Bedroom,10027,Built in 1957,NA,
"$1,894",NA,Lowest,419 W 22nd St #1,Single-Family Home,3 Bedroom,10011,NA,2 full Bathroom,NA
"$2,630","2,800 sqft",Lowest,251 Seaman Ave #4L3L,Coop,3 Bedroom,10034,NA,,
NA,645 sqft,Moderate,235 E 87th St #1B,Condo,1 Bedroom,10128,Built in 1962,1 full Bathroom,
NA,NA,NA,2300 Frederick Douglass Blvd #7F,Condo,2 Bedroom,10027,NA,1 full Bathroom,NA
$898,NA,Lowest,77 Perry St #1C,Coop,NA,10014,Built in 1800,1 full Bathroom,NA
NA,"1,382 sqft",Low,2 E 55th St #1103,Condo,2 Bedroom,10022,Built in 1903,2 full Bathroom,
NA,"400 sqft7,531 sqft",Lowest,321 E 45th St,Coop,NA,10017,NA,1 full Bathroom,
"$4,567","3,300 sqft",Lowest,20 W 64th St #28DE,Condo,4 Bedroom,10023,Built in 1969,,"$3,182/sqft"
NA,NA,Lowest,403 E 90th St #3E,Coop,1 Bedroom,10128,Built in 1920,1 full Bathroom,NA
NA,534 sqft,Lowest,408 W 34th St #3H,Loft,NA,10001,NA,1 full Bathroom,
$257,750 sqft,Moderate,307 E 105th St #4-N,Townhome,2 Bedroom,10029,NA,1 full Bathroom,
"$2,368",950 sqft,Lowest,100 W 57th St #19E,Coop,1 Bedroom,10019,NA,1 full Bathroom,
NA,"2,469 sqft",NA,408 W 25th St,Single-Family Home,NA,10001,Built in 1910,1 full Bathroom,NA
$753,NA,Low,345 E 69th St #4A,Coop,NA,10021,Built in 1963,1 full Bathroom,NA
"$2,167",NA,Low,311 W 83rd St #5B,Coop,2 Bedroom,10024,Built in 1920,2 full Bathroom,NA
"$1,049","1,200 sqft",Moderate,133 Wooster St #3R,Apartment,1 Bedroom,10012,NA,1 full Bathroom,"$1,000/sqft"
NA,NA,NA,61 Jane St #4J,Coop,2 Bedroom,10014,Built in 1965,2 full Bathroom,NA
NA,NA,Low,315 E 65th St,Coop,NA,10065,NA,1 full Bathroom,NA
NA,NA,Low,301 E 63rd St #12B,Apartment,1 Bedroom,10065,NA,1 full Bathroom,NA
$602,720 sqft,Moderate,352 W 48th St #1R,Coop,3 Bedroom,10036,NA,1 full Bathroom,"$1,083/sqft"
NA,550 sqft,Low,117 E 37th St #3D,Loft,NA,10016,NA,1 full Bathroom,
$842,NA,Low,301 E 22nd St #5-B,Apartment,NA,10010,NA,1 full Bathroom,NA
$632,806 sqft,Low,Address Not Disclosed,Condo,1 Bedroom,10026,NA,1 full Bathroom,
$853,500 sqft,NA,81 Bedford St #6B,Coop,NA,10014,Built in 1955,1 full Bathroom,"$1,900/sqft"
NA,NA,Moderate,333 W 21st St #1RW,Coop,NA,10011,Built in 1890,1 full Bathroom,NA
NA,530 sqft,Lowest,750 Riverside Dr #1B,Condo,1 Bedroom,10031,NA,1 full Bathroom,
NA,"9,600 sqft2,008 sqft",Lowest,58 E 66th St,Townhome,6 Bedroom,10065,Built in 1922,,"$3,073/sqft"
$804,"1,718 sqft",Moderate,380 Lenox Avenue #6G,Apartment,3 Bedroom,10027,NA,2 full Bathroom,
NA,NA,Low,320 E 35th St #7F,Coop,1 Bedroom,10016,NA,1 full Bathroom,NA
$909,500 sqft,Lowest,520 W 50th St #D1,Coop,1 Bedroom,10019,Built in 1892,1 full Bathroom,
"$1,709",900 sqft,Lowest,433 E 56th St #6B,Coop,1 Bedroom,10022,Built in 1967,1 full Bathroom,
"$1,468",NA,Lowest,425 E 63rd St #E-1E,Condo,2 Bedroom,10065,NA,1 full Bathroom,NA
"$8,398","5,655 sqft",Lowest,1 Central Park S #1809,Condo,4 Bedroom,10019,Built in 1907,,"$13,263/sqft"
NA,NA,Lowest,12 E 97th St #3I,Coop,2 Bedroom,10029,Built in 1928,1 full Bathroom,NA
"$5,223","2,300 sqft",Lowest,40 E 80th St #2-AB,Apartment,4 Bedroom,10075,NA,4 full Bathroom,"$1,000/sqft"
$0,692 sqft,Lowest,303 W 122nd St #36,Coop,1 Bedroom,10027,Built in 1909,1 full Bathroom,
NA,NA,NA,233 E 69th St #16M,Coop,NA,10021,NA,1 full Bathroom,NA
"$4,691","2,741 sqft",NA,115 Mercer St #PH,Condo,3 Bedroom,10012,Built in 1900,,"$3,575/sqft"
NA,353 sqft,Lowest,202 E 20th St,Townhome,NA,10003,NA,NA,NA
$727,"1,044 sqft",Low,249 E 118th St #9-A,Condo,2 Bedroom,10035,NA,2 full Bathroom,
$0,"850 sqft3,747 sqft",Lowest,207 W 147th St,Coop,3 Bedroom,10039,NA,1 full Bathroom,
$753,NA,Low,2053 Adam Clayton Powell Jr Blvd #1C,Coop,2 Bedroom,10027,NA,1 full Bathroom,NA
$985,NA,Lowest,181 E 93rd St #2D,Coop,1 Bedroom,10128,Built in 1928,1 full Bathroom,NA
NA,"816 sqft10,396 sqft",Lowest,14 Prince St #4C,Condo,2 Bedroom,10012,NA,1 full Bathroom,"$1,838/sqft"
NA,NA,NA,345 W 145th St #9C2A,Coop,NA,10031,Built in 1956,2 full Bathroom,NA
"$1,100",829 sqft,Low,88 Greenwich St #2008,Condo,1 Bedroom,10006,Built in 1929,1 full Bathroom,"$1,357/sqft"
NA,NA,Lowest,17 W 64th St,Coop,3 Bedroom,10023,Built in 1924,1 full Bathroom,NA
NA,800 sqft,Low,135 W 79th St #11C,Coop,1 Bedroom,10024,NA,1 full Bathroom,
"$1,500","1,700 sqft",NA,263 9th Ave #5H,Condo,2 Bedroom,10001,Built in 2006,2 full Bathroom,"$1,468/sqft"
NA,581 sqft,Lowest,775 Riverside Dr #4A,Condo,1 Bedroom,10032,NA,1 full Bathroom,
NA,NA,Moderate,331 E 92nd St #4C,Coop,NA,10128,Built in 1920,1 full Bathroom,NA
$715,NA,Lowest,345 E 19th St #A,Townhome,NA,10003,NA,1 full Bathroom,NA
NA,NA,Lowest,303 E 57th St #21E,Coop,1 Bedroom,10022,Built in 1968,,NA
NA,"1,742 sqft",Low,216 W 137th St,Townhome,NA,10030,NA,NA,NA
NA,NA,NA,1919 Madison Ave #407,Coop,2 Bedroom,10035,Built in 1997,1 full Bathroom,NA
"$1,799",NA,Lowest,60 W 68th St #7D,Coop,2 Bedroom,10023,Built in 1920,2 full Bathroom,NA
NA,NA,NA,219 W 144th St #12A,Coop,2 Bedroom,10030,NA,1 full Bathroom,NA
NA,967 sqft,Lowest,835 Riverside Dr #3C,Condo,2 Bedroom,10032,NA,1 full Bathroom,
NA,NA,Low,1160 3rd Ave #2G,Coop,NA,10065,Built in 1965,1 full Bathroom,NA
NA,"1,200 sqft",Lowest,Address Not Disclosed,Loft,2 Bedroom,10012,Built in 1888,2 full Bathroom,"$1,125/sqft"
NA,"1,000 sqft",Lowest,100 W 57th St #16ON,Coop,1 Bedroom,10019,Built in 1962,2 full Bathroom,
"$1,527",NA,NA,260 W 10th St #1W,Coop,1 Bedroom,10014,Built in 1910,2 full Bathroom,NA
$784,620 sqft,Moderate,171 E 84th St #17E,Condo,1 Bedroom,10028,Built in 1985,1 full Bathroom,"$1,263/sqft"
NA,"1,400 sqft",Lowest,575 Park Ave #204,Coop,2 Bedroom,10065,NA,2 full Bathroom,
"$1,412",NA,Lowest,320 W 86th St #8-C,Apartment,1 Bedroom,10024,NA,1 full Bathroom,NA
"$1,990","1,100 sqft",Lowest,425 E 13th St #7A,Condo,3 Bedroom,10009,Built in 2007,2 full Bathroom,"$1,814/sqft"
NA,"2,805 sqft",Low,88 Avenue A,Single-Family Home,8 Bedroom,10009,Built in 1920,3 full Bathroom,
NA,"2,600 sqft",Lowest,Address Not Disclosed,Loft,3 Bedroom,10013,NA,2 full Bathroom,"$1,327/sqft"
NA,"4,100 sqft",Lowest,46 Mercer St #7FL,Condo,5 Bedroom,10013,Built in 1894,4 full Bathroom,"$1,220/sqft"
NA,619 sqft,Lowest,15608 Riverside Dr W #1A,Condo,1 Bedroom,10032,NA,1 full Bathroom,
NA,"1,600 sqft",Lowest,100 W 57th St #16D-T,Coop,3 Bedroom,10019,Built in 1962,3 full Bathroom,
$622,NA,Moderate,235 W 102nd St #4W,Coop,NA,10025,NA,1 full Bathroom,NA
NA,450 sqft,Low,330 E 70th St #1G,Coop,NA,10021,Built in 1957,1 full Bathroom,
$662,700 sqft,NA,348 E 89th St #9W,Single-Family Home,2 Bedroom,10128,Built in 1920,2 full Bathroom,"$1,356/sqft"
NA,"1,000 sqft",Low,342 E 53rd St,Coop,2 Bedroom,10022,Built in 1958,1 full Bathroom,
NA,680 sqft,Lowest,70 Gold St #10N,Coop,1 Bedroom,10038,Built in 1971,1 full Bathroom,
NA,"1,340 sqft10,092 sqft",Moderate,1890 Adam Clayton Powell Jr Blvd #4D,Condo,3 Bedroom,10026,NA,2 full Bathroom,
"$1,306",NA,Moderate,310 W 55th St #1A,Coop,1 Bedroom,10019,NA,1 full Bathroom,NA
NA,"664 sqft1,887 sqft",Moderate,2141 2nd Ave #3B,Condo,1 Bedroom,10029,NA,1 full Bathroom,
NA,NA,Lowest,515 E 88th St #4A,Loft,NA,10128,NA,1 full Bathroom,NA
NA,"1,184 sqft",Moderate,40 W 116th St #A411,Condo,2 Bedroom,10026,NA,2 full Bathroom,"$1,014/sqft"
"$4,141",NA,Lowest,545 W End Ave #16CD,Coop,4 Bedroom,10024,Built in 1924,4 full Bathroom,NA
"$1,288",NA,Low,77 Bleecker St #223,Apartment,1 Bedroom,10012,NA,1 full Bathroom,NA
$942,"1,169 sqft",Lowest,15 Broad St #1704,Condo,2 Bedroom,10005,NA,1 full Bathroom,
$762,900 sqft,NA,33 Convent Ave #4,Coop,2 Bedroom,10027,NA,1 full Bathroom,
NA,445 sqft,Low,2 E 55th St #809A,Condo,NA,10022,Built in 1903,1 full Bathroom,
$664,NA,Moderate,140 W 69th St #46-B,Apartment,NA,10023,NA,1 full Bathroom,NA
"$1,882",NA,NA,205 W 57th St #7DE,Coop,1 Bedroom,10019,Built in 1883,1 full Bathroom,NA
$774,NA,Moderate,409 Edgecombe Ave #2G,Coop,1 Bedroom,10032,Built in 1917,1 full Bathroom,NA
"$13,889","9,000 sqft",Moderate,151 E 58th St #PH-51,Condo,4 Bedroom,10022,Built in 2004,,"$8,778/sqft"
"$3,100","2,500 sqft",NA,790 Riverside Dr #PH,Apartment,4 Bedroom,10032,NA,3 full Bathroom,
NA,NA,Lowest,615 W 113th St #72,Coop,NA,10025,NA,1 full Bathroom,NA
NA,NA,Moderate,512 W 156th St #51,Coop,3 Bedroom,10032,Built in 1908,1 full Bathroom,NA
$819,340 sqft,NA,24 5th Ave #327,Apartment,NA,10011,NA,1 full Bathroom,"$1,026/sqft"
NA,NA,Moderate,512 W 156th St #53,Coop,3 Bedroom,10032,Built in 1908,1 full Bathroom,NA
NA,NA,NA,408 W 25th St #4RE,Coop,NA,10001,Built in 1910,1 full Bathroom,NA
$777,NA,Lowest,25 Tudor City Pl #515,Apartment,NA,10017,NA,1 full Bathroom,NA
NA,NA,Lowest,55 Liberty St #24D,Coop,1 Bedroom,10005,Built in 1909,1 full Bathroom,NA
NA,300 sqft,Lowest,457 W 57th St #403,Loft,NA,10019,NA,1 full Bathroom,"$1,050/sqft"
NA,820 sqft,Low,43 W 61st St #12B,Condo,2 Bedroom,10023,Built in 1930,1 full Bathroom,"$1,341/sqft"
NA,NA,Lowest,340 Haven Ave #3-A,Coop,1 Bedroom,10033,Built in 1952,1 full Bathroom,NA
NA,NA,Lowest, Unit 2b,Coop,2 Bedroom,10035,Built in 1956,1 full Bathroom,NA
NA,NA,NA,219 W 144th St #37,Coop,2 Bedroom,10030,Built in 1939,1 full Bathroom,NA
NA,715 sqft,Moderate,155 W 71st St #6J,Condo,1 Bedroom,10023,NA,1 full Bathroom,"$1,276/sqft"
NA,NA,Low,226 E 12th St #8F,Loft,1 Bedroom,10003,NA,1 full Bathroom,NA
$342,407 sqft,Low,192 Malcolm X Blvd #3A,Condo,NA,10026,NA,1 full Bathroom,
NA,"1,394 sqft",Low,2 E 55th St #918B,Condo,2 Bedroom,10022,Built in 1903,3 full Bathroom,
NA,NA,Lowest,133 W 89th St #12,Coop,2 Bedroom,10024,Built in 1910,1 full Bathroom,NA
$911,320 sqft,Lowest,25 Tudor City Pl #2115,Coop,NA,10017,Built in 1928,1 full Bathroom,"$1,028/sqft"
$641,460 sqft,Moderate,409 Edgecombe Ave #14-A,Apartment,1 Bedroom,10032,NA,1 full Bathroom,
NA,975 sqft,Low,2 E 55th St #1021,Condo,2 Bedroom,10022,Built in 1903,2 full Bathroom,
NA,800 sqft,Moderate,834 Riverside Dr #1A,Coop,2 Bedroom,10032,NA,1 full Bathroom,
$0,"1,742 sqft",Lowest,41 Centre St,Single-Family Home,4 Bedroom,10007,Built in 1901,2 full Bathroom,
"$1,527",NA,Lowest,301 E 78th St #7B,Coop,2 Bedroom,10075,NA,2 full Bathroom,NA
$446,200 sqft,Lowest,321 E 43rd St #607,Apartment,NA,10017,NA,1 full Bathroom,"$1,300/sqft"
"$1,618",NA,Lowest,319 E 50th St #3-H,Apartment,1 Bedroom,10022,NA,1 full Bathroom,NA
NA,700 sqft,Lowest,355 Riverside Dr #2E,Coop,1 Bedroom,10025,NA,1 full Bathroom,
NA,NA,Lowest,139 E 30th St #1B,Coop,2 Bedroom,10016,Built in 1910,1 full Bathroom,NA
NA,445 sqft,Low,2 E 55th St #809,Condo,NA,10022,Built in 1903,1 full Bathroom,
NA,"1,665 sqft",Low,261 W 131st St,Townhome,8 Bedroom,10027,Built in 1884,4 full Bathroom,NA
NA,NA,Lowest,155 W 66th St #415,Condo,2 Bedroom,10023,Built in 1963,2 full Bathroom,NA
NA,573 sqft,Lowest,106 Central Park S #2E,Condo,NA,10019,Built in 1929,1 full Bathroom,"$2,092/sqft"
NA,"1,536 sqft10,092 sqft",Lowest,243 W 98th St #2B,Condo,3 Bedroom,10025,Built in 1899,1 full Bathroom,
NA,NA,Lowest,303 E 57th St #16F,Coop,1 Bedroom,10022,Built in 1968,,NA
$939,726 sqft,Moderate,175 W 95th St #2D,Condo,1 Bedroom,10025,Built in 1971,1 full Bathroom,"$1,646/sqft"
NA,NA,Moderate,230 W End Ave #14A,Apartment,NA,10023,NA,1 full Bathroom,NA
$683,"1,081 sqft",Low,192 Malcolm X Blvd #2,Condo,2 Bedroom,10026,NA,2 full Bathroom,
